PlanId,PlanMarketingName,MetalLevel,PlanType,MarketCoverage,ChildOnlyOffering,IsHSAEligible,IsNewPlan,IsGuaranteedRate,WellnessProgramOffered,DiseaseManagementProgramsOffered,OutOfCountryCoverage,OutOfServiceAreaCoverage,SpecialistRequiringReferral,IssuerActuarialValue,StateCode,ServiceAreaId,NetworkId,StandardComponentId,DentalOnlyPlan,IsNoticeRequiredForPregnancy
921,Plan 921,Gold,HMO,Family,Yes,No,No,No,No,No,Yes,No,Yes,67.4%,NY,GAS001,PAN001,000921,No,No
922,Plan 922,Platinum,EPO,Family,No,No,Yes,Yes,No,No,Yes,Yes,Yes,75.2%,NY,NYS001,NYN001,000922,Yes,No
923,Plan 923,Bronze,PPO,Child-only,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,79.2%,NC,PAS001,TXN001,000923,No,No
924,Plan 924,Platinum,HMO,Individual,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,74.4%,OH,CAS001,OHN001,000924,No,No
925,Plan 925,Platinum,PPO,Family,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,67.6%,NC,CAS001,CAN001,000925,No,Yes
926,Plan 926,Silver,EPO,Family,No,No,No,Yes,No,Yes,Yes,No,No,89.2%,TX,MIS001,MIN001,000926,No,Yes
927,Plan 927,Silver,PPO,Individual,No,No,No,No,Yes,No,Yes,Yes,No,89.9%,GA,ILS001,ILN001,000927,Yes,No
928,Plan 928,Platinum,PPO,Individual,No,No,No,Yes,No,Yes,Yes,No,Yes,69.5%,GA,MIS001,TXN001,000928,Yes,No
929,Plan 929,Silver,PPO,Family,Yes,Yes,No,Yes,No,Yes,No,Yes,No,70.2%,PA,NCS001,ILN001,000929,Yes,No
930,Plan 930,Gold,PPO,Family,No,No,Yes,No,No,No,No,No,No,70.1%,OH,GAS001,TXN001,000930,Yes,Yes
931,Plan 931,Bronze,HMO,Child-only,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,79.8%,OH,ILS001,TXN001,000931,Yes,Yes
932,Plan 932,Gold,PPO,Individual,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,64.5%,CA,PAS001,CAN001,000932,Yes,Yes
933,Plan 933,Bronze,PPO,Family,Yes,Yes,No,No,No,Yes,No,Yes,No,76.1%,NC,ILS001,PAN001,000933,Yes,Yes
934,Plan 934,Gold,EPO,Child-only,No,Yes,No,No,No,No,No,Yes,Yes,74.1%,TX,GAS001,FLN001,000934,Yes,Yes
935,Plan 935,Gold,PPO,Family,Yes,No,No,Yes,Yes,No,No,No,No,80.2%,MI,TXS001,NCN001,000935,No,No
936,Plan 936,Gold,EPO,Family,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,71.9%,TX,OHS001,FLN001,000936,No,Yes
937,Plan 937,Silver,EPO,Family,No,No,Yes,No,No,Yes,Yes,Yes,No,79.4%,PA,OHS001,MIN001,000937,Yes,Yes
938,Plan 938,Bronze,EPO,Individual,No,Yes,No,No,Yes,No,Yes,Yes,Yes,78.6%,PA,ILS001,CAN001,000938,Yes,Yes
939,Plan 939,Silver,EPO,Individual,No,Yes,Yes,No,No,No,Yes,No,Yes,78.1%,IL,OHS001,CAN001,000939,No,No
940,Plan 940,Gold,HMO,Individual,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,78.5%,FL,MIS001,MIN001,000940,No,No
941,Plan 941,Gold,EPO,Family,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,73.0%,OH,CAS001,OHN001,000941,No,No
942,Plan 942,Bronze,HMO,Individual,No,No,Yes,No,Yes,Yes,No,Yes,Yes,69.4%,OH,PAS001,PAN001,000942,No,No
943,Plan 943,Bronze,EPO,Individual,Yes,Yes,No,Yes,Yes,No,Yes,No,No,62.8%,CA,TXS001,FLN001,000943,No,No
944,Plan 944,Bronze,HMO,Child-only,Yes,No,Yes,Yes,No,No,No,No,Yes,79.1%,FL,OHS001,NCN001,000944,Yes,No
945,Plan 945,Gold,PPO,Child-only,Yes,Yes,No,No,No,No,Yes,Yes,No,64.4%,GA,NYS001,PAN001,000945,No,No
946,Plan 946,Gold,HMO,Child-only,No,No,Yes,No,No,Yes,No,Yes,Yes,74.0%,GA,MIS001,TXN001,000946,No,Yes
947,Plan 947,Platinum,PPO,Child-only,Yes,No,No,No,No,No,No,No,Yes,74.8%,NY,NYS001,NYN001,000947,Yes,Yes
948,Plan 948,Bronze,HMO,Child-only,No,No,No,Yes,Yes,No,No,Yes,Yes,81.9%,GA,NCS001,TXN001,000948,No,No
949,Plan 949,Bronze,EPO,Family,Yes,Yes,Yes,No,Yes,No,No,No,No,83.1%,GA,ILS001,OHN001,000949,No,Yes
950,Plan 950,Gold,PPO,Child-only,Yes,No,No,Yes,Yes,No,No,Yes,No,76.2%,TX,NYS001,ILN001,000950,Yes,Yes
951,Plan 951,Gold,EPO,Child-only,No,No,Yes,No,No,No,No,No,No,84.7%,IL,ILS001,OHN001,000951,Yes,Yes
952,Plan 952,Bronze,EPO,Family,No,No,Yes,No,Yes,Yes,No,No,Yes,77.7%,PA,ILS001,TXN001,000952,No,No
953,Plan 953,Gold,EPO,Family,No,No,No,No,No,No,No,No,No,77.6%,NY,NCS001,TXN001,000953,No,No
954,Plan 954,Platinum,HMO,Child-only,No,No,Yes,Yes,Yes,No,No,No,Yes,67.3%,CA,OHS001,NYN001,000954,No,Yes
955,Plan 955,Silver,EPO,Child-only,No,Yes,No,Yes,No,Yes,Yes,No,Yes,79.3%,CA,PAS001,NCN001,000955,No,No
956,Plan 956,Silver,EPO,Family,Yes,No,No,Yes,Yes,No,Yes,Yes,No,88.6%,PA,FLS001,GAN001,000956,No,Yes
957,Plan 957,Bronze,EPO,Family,Yes,Yes,Yes,Yes,No,No,No,No,Yes,76.0%,IL,ILS001,GAN001,000957,No,Yes
958,Plan 958,Platinum,EPO,Individual,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,68.6%,NY,FLS001,PAN001,000958,Yes,No
959,Plan 959,Bronze,PPO,Individual,No,No,No,Yes,Yes,No,No,Yes,Yes,64.8%,IL,CAS001,OHN001,000959,No,Yes
960,Plan 960,Gold,EPO,Individual,No,Yes,No,No,No,Yes,No,Yes,No,70.8%,OH,TXS001,CAN001,000960,Yes,No
961,Plan 961,Silver,EPO,Family,No,Yes,Yes,Yes,No,Yes,No,Yes,No,83.7%,CA,FLS001,CAN001,000961,Yes,No
962,Plan 962,Silver,EPO,Child-only,No,No,No,Yes,Yes,No,No,Yes,Yes,77.2%,PA,OHS001,NYN001,000962,Yes,Yes
963,Plan 963,Platinum,PPO,Family,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,89.6%,CA,ILS001,TXN001,000963,Yes,Yes
964,Plan 964,Silver,EPO,Individual,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,81.8%,OH,FLS001,MIN001,000964,No,Yes
965,Plan 965,Bronze,PPO,Individual,No,No,No,No,No,No,No,No,Yes,62.8%,GA,CAS001,OHN001,000965,Yes,No
966,Plan 966,Silver,EPO,Family,No,No,No,No,No,No,No,No,No,70.1%,NC,TXS001,ILN001,000966,Yes,No
967,Plan 967,Bronze,PPO,Child-only,No,Yes,No,Yes,No,Yes,No,Yes,No,72.2%,OH,PAS001,GAN001,000967,Yes,Yes
968,Plan 968,Silver,EPO,Family,Yes,Yes,Yes,No,Yes,No,No,No,Yes,65.1%,MI,TXS001,OHN001,000968,Yes,No
969,Plan 969,Silver,EPO,Child-only,No,Yes,Yes,No,No,No,No,No,No,69.9%,NY,TXS001,TXN001,000969,Yes,No
970,Plan 970,Gold,PPO,Individual,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,70.0%,OH,OHS001,NYN001,000970,Yes,No
971,Plan 971,Gold,HMO,Family,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,82.7%,GA,TXS001,OHN001,000971,No,Yes
972,Plan 972,Platinum,HMO,Family,No,No,No,No,No,No,Yes,No,No,81.6%,MI,CAS001,NCN001,000972,Yes,Yes
973,Plan 973,Silver,HMO,Child-only,No,Yes,No,Yes,Yes,No,Yes,No,Yes,77.3%,NY,TXS001,PAN001,000973,No,Yes
974,Plan 974,Gold,EPO,Child-only,No,No,Yes,No,No,Yes,No,No,No,85.7%,MI,CAS001,GAN001,000974,No,Yes
975,Plan 975,Gold,HMO,Individual,Yes,Yes,No,Yes,No,No,No,Yes,No,87.2%,GA,OHS001,ILN001,000975,Yes,No
976,Plan 976,Silver,EPO,Individual,No,No,No,Yes,No,No,Yes,No,No,64.0%,NY,GAS001,MIN001,000976,Yes,Yes
977,Plan 977,Bronze,HMO,Individual,Yes,Yes,No,No,No,No,Yes,No,No,83.1%,GA,NCS001,NCN001,000977,No,Yes
978,Plan 978,Gold,EPO,Individual,Yes,Yes,Yes,No,Yes,No,Yes,No,No,83.2%,CA,ILS001,MIN001,000978,Yes,Yes
979,Plan 979,Silver,PPO,Family,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,63.7%,OH,NYS001,PAN001,000979,Yes,No
980,Plan 980,Silver,HMO,Child-only,No,No,No,Yes,No,No,No,Yes,No,89.1%,FL,NCS001,NCN001,000980,No,Yes
981,Plan 981,Platinum,EPO,Family,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,83.2%,GA,TXS001,OHN001,000981,No,Yes
982,Plan 982,Platinum,EPO,Individual,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,68.1%,IL,NYS001,ILN001,000982,Yes,Yes
983,Plan 983,Gold,HMO,Family,Yes,Yes,No,No,Yes,No,No,No,No,61.7%,MI,NCS001,NYN001,000983,Yes,Yes
984,Plan 984,Platinum,PPO,Child-only,Yes,No,No,No,Yes,Yes,No,No,No,72.5%,MI,NCS001,NYN001,000984,Yes,Yes
985,Plan 985,Platinum,EPO,Individual,Yes,Yes,No,No,No,Yes,No,Yes,No,68.0%,PA,FLS001,TXN001,000985,Yes,No
986,Plan 986,Platinum,HMO,Family,Yes,No,Yes,No,Yes,Yes,No,No,Yes,74.3%,TX,OHS001,OHN001,000986,Yes,No
987,Plan 987,Gold,HMO,Individual,No,Yes,Yes,Yes,Yes,No,No,Yes,No,82.8%,MI,TXS001,FLN001,000987,No,Yes
988,Plan 988,Bronze,EPO,Child-only,Yes,No,No,Yes,No,Yes,No,No,No,76.8%,MI,GAS001,FLN001,000988,Yes,No
989,Plan 989,Gold,HMO,Child-only,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,71.8%,GA,NCS001,MIN001,000989,Yes,Yes
990,Plan 990,Silver,PPO,Individual,No,No,Yes,No,Yes,No,No,No,Yes,82.6%,MI,CAS001,OHN001,000990,Yes,No
991,Plan 991,Gold,PPO,Family,No,Yes,No,Yes,No,No,Yes,No,No,81.4%,CA,CAS001,GAN001,000991,Yes,Yes
992,Plan 992,Gold,EPO,Family,Yes,No,No,Yes,No,Yes,No,No,Yes,81.6%,NC,NCS001,OHN001,000992,No,No
993,Plan 993,Gold,HMO,Child-only,No,No,No,No,No,No,Yes,Yes,No,86.3%,PA,FLS001,FLN001,000993,Yes,Yes
994,Plan 994,Bronze,PPO,Individual,No,No,Yes,No,No,No,No,Yes,No,82.9%,PA,NYS001,OHN001,000994,No,Yes
995,Plan 995,Bronze,EPO,Individual,Yes,No,No,No,No,No,Yes,Yes,Yes,79.3%,NY,ILS001,FLN001,000995,Yes,Yes
996,Plan 996,Silver,PPO,Child-only,Yes,Yes,No,Yes,Yes,No,No,Yes,No,87.2%,NY,TXS001,TXN001,000996,Yes,Yes
997,Plan 997,Platinum,PPO,Family,No,Yes,No,No,No,Yes,Yes,No,Yes,65.5%,IL,NYS001,PAN001,000997,Yes,No
998,Plan 998,Bronze,HMO,Family,No,No,Yes,No,No,Yes,Yes,No,No,70.3%,OH,ILS001,GAN001,000998,No,No
999,Plan 999,Silver,PPO,Family,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,69.3%,PA,NCS001,PAN001,000999,Yes,No
1000,Plan 1000,Silver,EPO,Child-only,No,No,Yes,No,Yes,Yes,Yes,No,No,69.3%,CA,GAS001,MIN001,001000,Yes,No
